location,percentage_delayed,warehouse_status
"ShaktinagarMDH_AAA Sonbhadra",0.00,Ignore
"ShaktiODH_SHA Raigarh",0.00,Ignore
"SHALABAM KOZHIKODE",0.00,Ignore
ShalimarGardenHub_DEL,0.00,Ignore
"ShalimarGardenHub_DEL Ghaziabad",0.00,Ignore
"Shambhal, Shambhal, UTTAR PRADESH",0.00,Ignore
"Shamdhu atta chaki GREATER NOIDA",0.00,Ignore
"Shamgarh, Mandsaur, MADHYA PRADESH",0.00,Ignore
SHAMLI,0.00,Ignore
ShamliHub_SHI,0.00,Ignore
"ShamliHub_SHI SHAMLI",0.00,Ignore
"Shamshabad, TELANGANA, IN",0.00,Ignore
ShamshabadHub_HYD,0.00,Ignore
"ShamshabadHub_HYD Hyderabad",0.00,Ignore
"SHANKARAGATTA, SHIVAMOGGA, KARNATAKA",0.00,Ignore
"ShanthinagarHub_BLR Bengaluru",0.00,Ignore
"Shanu store BAREILLY",0.00,Ignore
"ShapurHub_HYD Hyderabad",0.00,Ignore
"SHARAD JANRAL STORE TALODA DHULE",0.00,Ignore
"Sharafat kirana store SAHARANPUR",0.00,Ignore
"shardha master kirana K.V.RANGAREDDY",0.00,Ignore
"SHARIF RAZA KANPUR",0.00,Ignore
"Shashi Kala NEW DELHI",0.00,Ignore
"Shasi Kant Store NEW DELHI",0.00,Ignore
"Sheetal Kumar KAITHAL",0.00,Ignore
"Shegaon MH, shegaon MH, MAHARASHTRA",0.00,Ignore
"SHEIK Home VILLUPURAM",0.00,Ignore
"SHEKHAPURA OFFICE",0.00,Ignore
"SHEOGANJ AND SUMERPUR",0.00,Ignore
SHEOHAR,0.00,Ignore
"Sheohar, Sheohar, BIHAR",0.00,Ignore
"SheoharHub_SMI Sheohar",0.00,Ignore
SHEOPUR,0.00,Ignore
Sherghati,0.00,Ignore
"SherghatiHub_GAY Sherghati",0.00,Ignore
SherkhiBachauODH_BAC,0.00,Ignore
"Sherkot, Sherkot, UTTAR PRADESH",0.00,Ignore
SHEVGAON,0.00,Ignore
SHIKARIPUR,0.00,Ignore
"Shikha Ghosh ALIPURDUAR",0.00,Ignore
"Shikohabad, SHIKOHABAD, UTTAR PRADESH",0.00,Ignore
"SHILLONG NONGMENSON",0.00,Ignore
"SHILLONG OFFICE",0.00,Ignore
"SHILLONG, Shillong, MEGHALAYA",0.00,Ignore
"Shilong, Meghalaya, IN",0.00,Ignore
"Shilpa Home PATHANAMTHITTA",0.00,Ignore
"Shimla, Himachal Pradesh, IN",0.00,Ignore
ShimlaHub_SHM,0.00,Ignore
"ShimlaHub_SHM Shimla",0.00,Ignore
ShimlaHubtemp_SHM,0.00,Ignore
"ShimlaHubtemp_SHM Shimla",0.00,Ignore
Shimoga,0.00,Ignore
Shiralkoppa,0.00,Ignore
"ShiralkoppaHub_KPP Shiralkoppa",0.00,Ignore
"Shiroda, Shiroda, MAHARASHTRA",0.00,Ignore
SHIROLI,0.00,Ignore
"Shiroor, BYNDOOR, KARNATAKA",0.00,Ignore
SHIRPUR,0.00,Ignore
"Shirpur, Shirpur, MAHARASHTRA",0.00,Ignore
"SHIRUR RANJANGAON",0.00,Ignore
"Shirur, Shirur, MAHARASHTRA",0.00,Ignore
SHIRWAL,0.00,Ignore
"Shirwal, Shirwal, MAHARASHTRA",0.00,Ignore
"SHiV DHRUV STORE NEW DELHI",0.00,Ignore
"Shiv Shambho Services ALIBAG",0.00,Ignore
"Shiv shankar GAUTAM BUDDHA NAGAR",0.00,Ignore
"Shiva chanti MIRYALAGUDA",0.00,Ignore
"ShivajinagarHub_PUNE Pune",0.00,Ignore
"Shivam Gour KHANDWA",0.00,Ignore
"Shivam store NEW DELHI",0.00,Ignore
"SHIVAMOGGA, SHIVAMOGGA, KARNATAKA",0.00,Ignore
"Shivan store NAGPUR",0.00,Ignore
"SHIVANSH ENTERPRISES AHMEDABAD",0.00,Ignore
SHIVDASPURA,0.00,Ignore
"SHIVMANDIR OFFICE",0.00,Ignore
Shivpuri,0.00,Ignore
"Shivpuri DDNagar, SHIVPURI, MADHYA PRADESH",0.00,Ignore
"SHIVPURI EXPANSION",0.00,Ignore
"Shivpuri, MADHYA PRADESH, IN",0.00,Ignore
"ShivpuriHub_SVP Shivpuri",0.00,Ignore
"SHL/NGR, Shillong, MEGHALAYA",0.00,Ignore
SHOLAPUR,0.00,Ignore
SholingurODH_SLG,0.00,Ignore
"SholingurODH_SLG Arakkonam",0.00,Ignore
Shorapur,0.00,Ignore
ShorapurHub_SUR,0.00,Ignore
"ShorapurHub_SUR Shorapur",0.00,Ignore
SHORNUR,0.00,Ignore
"ShornurHub_SHO Shornur",0.00,Ignore
"Shourya store NEW DELHI",0.00,Ignore
"Shree Ganesh Ladies Tailor NAGPUR",0.00,Ignore
"Shree metro agency and guru borewell RATNAGIRI",0.00,Ignore
"Shree Nandikeshwara chicken stall MANGALORE",0.00,Ignore
"SHREE RIDDHI SIDHHI MUMBAI",0.00,Ignore
"Shri Dungargarh, Shri Dungargarh, RAJASTHAN",0.00,Ignore
"Shri Krishna Express GURGAON",0.00,Ignore
"Shri Ram Atta Chakki GHAZIABAD",0.00,Ignore
"Shri Ram Store NEW DELHI",0.00,Ignore
"SHRI RUDRAM ENTERPRISES UDAIPUR",0.00,Ignore
"Shri Vijaynagar, Shri Vijainagar, RAJASTHAN",0.00,Ignore
SHRIGONDA,0.00,Ignore
Shrirampur,0.00,Ignore
"Shrirampur WB, Shrirampur WB, WEST BENGAL",0.00,Ignore
"Shrirampur, Shrirampur, MAHARASHTRA",0.00,Ignore
"ShrirampurHub_SMP Shrirampur",0.00,Ignore
"Shubham Maurya YAMUNANAGAR",0.00,Ignore
"Shweta kashwalia store JAMMU",0.00,Ignore
"Shyam sunder NEW DELHI",0.00,Ignore
SHYAMNAGAR,0.00,Ignore
"SHYAMNAGAR BDEL",0.00,Ignore
ShyamnagarHub_KOL,0.00,Ignore
"ShyamnagarHub_KOL Kolkata",0.00,Ignore
SIBSAGAR,0.00,Ignore
"Sibsagar, ASSAM, IN",0.00,Ignore
SiddagangaHub_TKR,0.00,Ignore
"SiddagangaHub_TKR Tumkur",0.00,Ignore
"SIDDHARTH NAGAR",0.00,Ignore
SiddharthViharHub_DEL,0.00,Ignore
"SIDDHI ENTERPRISES MODASA",0.00,Ignore
SIDDHPUR,0.00,Ignore
SIDDIPET,0.00,Ignore
"Siddipet, Telangana, IN",0.00,Ignore
"SiddipetHub_SDP Siddipet",0.00,Ignore
"Sidharth coching centre GHAZIABAD",0.00,Ignore
"SIDHAULI (SITAPUR)",0.00,Ignore
"Sidhauli1, Sidhauli, UTTAR PRADESH",0.00,Ignore
"Sidhi master kirana KAKINADA",0.00,Ignore
"SidhiHub_SID Sidhi",0.00,Ignore
"SIGMAGorakhpurODH_GRK Gorakhpur",0.00,Ignore
"SIGMAJagraonODH_JGN Jagraon",0.00,Ignore
"Sigra Hub",0.00,Ignore
Sihora,0.00,Ignore
"SihoraHub_SIH Sihora",0.00,Ignore
"SIKANDARABAD INDUSTRIAL AREA, UTTAR PRADESH, IN",0.00,Ignore
SIKANDRABAD,0.00,Ignore
"SikandraHub_AGR Agra",0.00,Ignore
"SIKAR, Sikar, RAJASTHAN",0.00,Ignore
"SikarHub_SIK Sikar",0.00,Ignore
SIKKA,0.00,Ignore
"Silapathar, Dhemaji, ASSAM",0.00,Ignore
SILAPATHER,0.00,Ignore
"SILCHAR HUB",0.00,Important
"SILCHAR, Silchar, ASSAM",0.00,Ignore
"Siliguri Hub Siliguri",0.00,Ignore
"Siliguri-TML, SILIGURI, WEST BENGAL",0.00,Ignore
"Siliguri, SILIGURI, WEST BENGAL",0.00,Ignore
"SIliguri, West Bengal, IN",0.00,Ignore
SiliguriSplitMDH_IXB,0.00,Ignore
"SiliguriSplitMDH_IXB Siliguri",0.00,Ignore
SILLOD,0.00,Ignore
SILVASSA,0.00,Ignore
"Silvassa, SILVASSA, DADRA  NAGAR HAVELI",0.00,Ignore
"SilvassaHub_AMD Silvassa",0.00,Ignore
Simdega,0.00,Ignore
"SIMDEGA OFFICE",0.00,Ignore
"SimdegaMDH_SMD Simdega",0.00,Ignore
SimriHub_SHC,0.00,Ignore
"SimriHub_SHC saharsa",0.00,Ignore
SINDAGI,0.00,Ignore
"Sindewahi, Sindewahi, MAHARASHTRA",0.00,Ignore
Sindhanur,0.00,Ignore
"Sindhanur, Sindhanur, KARNATAKA",0.00,Ignore
"Sindhekela, Balangir, ORISSA",0.00,Ignore
SINDHNUR,0.00,Ignore
Sindhudurg,0.00,Ignore
SINDHWA,0.00,Ignore
"SindrisplitODH_DBD Dhanbad",0.00,Ignore
"Singahi, Singahi, UTTAR PRADESH",0.00,Ignore
"Singh Furniture DEHRADUN",0.00,Ignore
"SINGH STATIONERY NEW DELHI",0.00,Ignore
"Singrauli, Jabalpur, MADHYA PRADESH",0.00,Ignore
"SINGRAULI, MADHYA PRADESH, IN",0.00,Ignore
SingrauliHub_SGU,0.00,Ignore
"SingrauliHub_SGU Singrauli",0.00,Ignore
"Singur, SINGUR, WEST BENGAL",0.00,Ignore
SINHAGAD,0.00,Ignore
SINNAR,0.00,Ignore
"Sinnar1, Sinner, MAHARASHTRA",0.00,Ignore
"Sintu store GURGAON",0.00,Ignore
"SionMDH_MUM Mumbai",0.00,Ignore
Sira,0.00,Ignore
"Sira, Sira, KARNATAKA",0.00,Ignore
"SiraHub_CRA Sira",0.00,Ignore
Sircilla,0.00,Ignore
SircillaHub_SRC,0.00,Ignore
"SircillaHub_SRC Sircilla",0.00,Ignore
"Sirguppa, Sirguppa, KARNATAKA",0.00,Ignore
"Sirhind, Patiala, PUNJAB",0.00,Ignore
SIRICILLA,0.00,Ignore
SIRKALI,0.00,Ignore
"SIRKAZHI/SA, SIRKAZHI, TAMIL NADU",0.00,Ignore
"Sirmathura, Sirmathura, RAJASTHAN",0.00,Ignore
SIRMAUR,0.00,Ignore
"SIRMAUR, HIMACHAL PRADESH, IN",0.00,Ignore
"Sirmaur, Sirmaur, HIMACHAL PRADESH",0.00,Ignore
SIROHI,0.00,Ignore
"Sirohi, Sirohi, RAJASTHAN",0.00,Ignore
SIRONCHA,0.00,Ignore
Sirsa,0.00,Ignore
"SIRSA EXPANSION",0.00,Ignore
"Sirsa, Sirsa, HARYANA",0.00,Ignore
Sirsaganj,0.00,Ignore
"SirsaganjHub_SRS Sirsaganj",0.00,Ignore
SirsaHub_SRS,0.00,Ignore
"SirsaHub_SRS Sirsa",0.00,Ignore
SIRSI,0.00,Ignore
"Sirsi1, Sirsi, KARNATAKA",0.00,Ignore
SIRUGUPPA,0.00,Ignore
SIRWAR,0.00,Ignore
"SITAMARHI OFFICE",0.00,Ignore
"Sitamarhi1, SITAMARHI, BIHAR",0.00,Ignore
"Sitamau, Mandsaur, MADHYA PRADESH",0.00,Ignore
SITAPUR,0.00,Ignore
"Sitapur, Sitapur, UTTAR PRADESH",0.00,Ignore
"SitapuraHub_JAI Jaipur",0.00,Ignore
SitapurHub_SIT,0.00,Ignore
"SITARAM KIRANA JAMNAGAR",0.00,Ignore
Sitaramnagar,0.00,Ignore
"SitaramNagar Hub",0.00,Ignore
"SitaramNagar Hub Guntur",0.00,Ignore
SITARGANJ,0.00,Ignore
"SITARGANJ EXPANSION",0.00,Ignore
"SITICSAraniODH_ARN Sevoor",0.00,Ignore
"SITICSBangarpetODH_BNG Bangarpet",0.00,Ignore
"SITICSChitturODH_CHT CHITTUR",0.00,Ignore
SITICSGokakODH_GKK,0.00,Ignore
"SITICSGokakODH_GKK GOKAK",0.00,Ignore
"SITICSKairoliODH_KAR Agra",0.00,Ignore
"SITICSKaranjiaODH_KRN Karanjia",0.00,Ignore
"SITICSKhadoorSahibMDH_KDS Gurdaspur",0.00,Ignore
SITICSKhandagiriSpiltODH_BBI,0.00,Ignore
"SITICSKhandagiriSpiltODH_BBI Bhubaneswar",0.00,Ignore
SITICSKundaraODH_KDR,0.00,Ignore
"SITICSKundaraODH_KDR kundara",0.00,Ignore
"SITICSMarthandamODH_MTM Marthandam",0.00,Ignore
"SITICSMejaKhasODH_MJK Allahabad",0.00,Ignore
"SITICSMotihaODH_MTI Allahabad",0.00,Ignore
"SITICSMukkamODH_MKM Mukkam",0.00,Ignore
"SITICSNagapattinamODH_NGP Nagapattinam",0.00,Ignore
"SITICSNawabganjODH_NWB Allahabad",0.00,Ignore
"SITICSPortBlairODH_PBR Haddo",0.00,Ignore
"SITICSTarnTaranODH_TRN Amritsar",0.00,Ignore
SITICSThazheChovvaODH_TCV,0.00,Ignore
"SITICSThazheChovvaODH_TCV Kannur",0.00,Ignore
SIURI,0.00,Ignore
SiuriHub_SUR,0.00,Ignore
"SiuriHub_SUR Siuri",0.00,Ignore
SIVAGANGA,0.00,Ignore
SIVAGANGAI,0.00,Ignore
"Sivagangai, SHIVAGANGAI, TAMIL NADU",0.00,Ignore
SivagangaiHub_SAI,0.00,Ignore
"SivagangaiHub_SAI Sivagangai",0.00,Ignore
SIVAKASI,0.00,Ignore
"Sivakasi Hub Sivakasi",0.00,Ignore
"Sivakasi, SIVAKASI, TAMIL NADU",0.00,Ignore
"SIW-APX SFC ETAIL PUD",0.00,Ignore
Siwan,0.00,Ignore
"SIWAN OFFICE",0.00,Ignore
"Siwan, BIHAR, IN",0.00,Ignore
"Siwan, Maharajaganj, BIHAR",0.00,Ignore
"SiwanHub_SWN Siwan",0.00,Ignore
SIWANI,0.00,Ignore
"SixMile Hub Guwahati",0.00,Ignore
"SKota1, S Kota, ANDHRA PRADESH",0.00,Ignore
"SLP/HUB, Solapur, MAHARASHTRA",0.00,Ignore
"SMARTR HQ",0.00,Ignore
"SMG/KRP-TML, SHIVAMOGGA, KARNATAKA",0.00,Ignore
"SNAHASIS SAMAL PARADIP",0.00,Ignore
"Sodepur Hub Kolkata",0.00,Ignore
"Sohail Khan KHANDWA",0.00,Ignore
"Sohal Traders AMRITSAR",0.00,Ignore
"Soham Patel kirana SURAT",0.00,Ignore
"Sohan Singh general kirana NEW DELHI",0.00,Ignore
SOHNA,0.00,Ignore
"Sojat, Sojat City, RAJASTHAN",0.00,Ignore
Solan,0.00,Ignore
"Solan, Solan, HIMACHAL PRADESH",0.00,Ignore
"SolanHub_SLN Solan",0.00,Ignore
SOLAPUR,0.00,Ignore
"SOLAPUR AIR HUB",0.00,Ignore
"Solapur Hub",0.00,Ignore
"Solapur Hub Solapur",0.00,Ignore
"Solapur, MAHARASHTRA, IN",0.00,Ignore
"Solapur, Solapur, MAHARASHTRA",0.00,Ignore
"Solutions Point NEW DELHI",0.00,Ignore
SOMAJIGUDA,0.00,Important
"SOMANDEPALLE, ANDHRA PRADESH, IN",0.00,Ignore
SOMANUR,0.00,Ignore
"Somarpet, SOMARPET, KARNATAKA",0.00,Ignore
"Somatane Phata Hub",0.00,Ignore
"Somatane Phata Hub Pune",0.00,Ignore
"SOMAVARAM VILLAGE",0.00,Important
"SomesarMDH_JDH Jodhpur",0.00,Ignore
"SompetaHub_SMT srikakulam",0.00,Ignore
SOMWERPET,0.00,Ignore
"Son and W NASHIK",0.00,Ignore
Sonada,0.00,Ignore
"Sonada, Darjeeling, WEST BENGAL",0.00,Ignore
"SonadaMDH_SON Sonada",0.00,Ignore
Sonai,0.00,Ignore
"SONAIMUKH, SONAIMUKH, ASSAM",0.00,Ignore
"Sonakhali, Sonakhali, WEST BENGAL",0.00,Ignore
"Sonali sonu malgunkar MUMBAI",0.00,Ignore
"Sonam Sharma GAUTAM BUDDHA NAGAR",0.00,Ignore
"Sonamukhi, SONAMUKHI, WEST BENGAL",0.00,Ignore
"SONAPUR, Sonapur, ASSAM",0.00,Ignore
Sonari,0.00,Ignore
"SONARPUR (SONP)",0.00,Ignore
"SonbhadraHub_SON SONBHADRA",0.00,Ignore
SONEPAT,0.00,Ignore
"Sonepat Hub Sonipat",0.00,Ignore
SONEPUR,0.00,Ignore
"Sonepur, Sonepur, ORISSA",0.00,Ignore
SONGADH,0.00,Ignore
"Songadh, SONGADH, GUJARAT",0.00,Ignore
"Sonipat /Murthal",0.00,Ignore
"SONIPAT, HARYANA, IN",0.00,Ignore
"Sonu Accupressure physiotherapy BATHINDA",0.00,Ignore
"Sonu Kirana store NEW DELHI",0.00,Ignore
"Sonu Kumar GURGAON",0.00,Ignore
"Soolai Erode, Erode, TAMIL NADU",0.00,Ignore
"Sopure, Sopore, JAMMU AND KASHMIR",0.00,Ignore
"Sorab, Sorab, KARNATAKA",0.00,Ignore
"Soraon, Soraon, UTTAR PRADESH",0.00,Ignore
SORO,0.00,Ignore
"SOUKYA ETAIL CPU",0.00,Ignore
"SOUKYA ROAD",0.00,Ignore
"SOUTH KOLKATA PUD",0.00,Ignore
"South West Delhi",0.00,Ignore
SouthtukoganjHub_IDR,0.00,Ignore
"SouthtukoganjHub_IDR Indore",0.00,Ignore
"Soyal Kirana NAGPUR",0.00,Ignore
"SPEEDER COURIER POWERFLEX TIRUCHIRAPPALLI",0.00,Ignore
"SPEEDER COURIERS POWERFLEX ALAPPUZHA",0.00,Ignore
"Habsiguda Hub Hyderabad",0.00,Ignore
"Hadapsar Hub Pune",0.00,Ignore
Haddo,0.00,Ignore
"HaflongHub_LFG Haflong",0.00,Ignore
"Hagaribommanahalli2, hagaribommanahalli, KARNATAKA",0.00,Ignore
"HAILAKANDI OFFICE",0.00,Ignore
"Hailakandi, Hailakandi, ASSAM",0.00,Ignore
"HAJIPUR OFFICE",0.00,Ignore
HAJO,0.00,Ignore
"HajoHub_GAU Guwahati",0.00,Ignore
HAKIMPET,0.00,Ignore
"HALAHALI, Halahali, TRIPURA",0.00,Ignore
"Haldaur, Haldaur, UTTAR PRADESH",0.00,Ignore
"Haldia Hub Haldia",0.00,Ignore
"HALDIA, Haldia, WEST BENGAL",0.00,Ignore
HALDWANI,0.00,Ignore
"Haldwani, Haldwani, UTTARAKHAND",0.00,Ignore
HaldwaniHub_HWI,0.00,Ignore
"HaldwaniHub_HWI Haldwani",0.00,Ignore
"Halena, HALENA, RAJASTHAN",0.00,Ignore
Haliyal,0.00,Ignore
"HaliyalHub_HYL Haliyal",0.00,Ignore
Halol,0.00,Ignore
"HALOL REACH",0.00,Ignore
"Halol, Halol, GUJARAT",0.00,Ignore
"HalolHub_HLL Halol",0.00,Ignore
"Haltu Hub",0.00,Ignore
"Haltu Hub Kolkata",0.00,Ignore
HALVAD,0.00,Ignore
"Halvad, Halvad, GUJARAT",0.00,Ignore
HAMIRPUR,0.00,Ignore
"HAMIRPUR HP - HMM",0.00,Ignore
"Hamirpur, HAMIRPUR, HIMACHAL PRADESH",0.00,Important
"Hamirpur, HIMACHAL PRADESH, IN",0.00,Ignore
"HamirpurHub_HMP Hamirpur",0.00,Ignore
"HAMJOLI BOUTIQUE STORE NEW DELHI",0.00,Ignore
"Hanamkonda Hub",0.00,Ignore
"Hanamkonda Hub Warangal",0.00,Ignore
"HANDIA, Handia, UTTAR PRADESH",0.00,Ignore
"Hansdiha1, Hansdiha, JHARKHAND",0.00,Ignore
"Hansi, Hansi, HARYANA",0.00,Ignore
"HANSI, HARYANA, IN",0.00,Ignore
"Hanskhali, Hanskhali, WEST BENGAL",0.00,Ignore
"Hanuman Enterprises Master Kirana BANGALORE",0.00,Ignore
"HANUMAN JUNCTION REACH",0.00,Ignore
HANUMANGARH,0.00,Ignore
HanumangarhHub_HAN,0.00,Ignore
"HanumangarhHub_HAN hanumangarh",0.00,Ignore
"HanumanJnHub_HMN krishna",0.00,Ignore
"Hanumanth HOME DHARWAD",0.00,Ignore
HAPUR,0.00,Ignore
"Hapur, Hapur, UTTAR PRADESH",0.00,Ignore
"HAPUR, UTTAR PRADESH, IN",0.00,Ignore
"Harapanahalli, Harapanahalli, KARNATAKA",0.00,Ignore
HARDA,0.00,Ignore
"HardaHub_HAR Harda",0.00,Ignore
"Hardoi, Hardoi, UTTAR PRADESH",0.00,Ignore
"Haridwar / Rishikesh",0.00,Ignore
"Haridwar Hub",0.00,Ignore
"Haridwar1, Haridwar, UTTARAKHAND",0.00,Ignore
HARIHAR,0.00,Ignore
"HARIHARA, Harihar, KARNATAKA",0.00,Ignore
"HariharHub_HRR Harihar",0.00,Ignore
"HariharPurMDH_KAD Sant Kabir Nagar",0.00,Ignore
HarinaviHub_KOL,0.00,Ignore
"HarinaviHub_KOL Kolkata",0.00,Ignore
"Hariom stationary NEW DELHI",0.00,Ignore
HARIPAD,0.00,Ignore
"HARISH HOME MAVELIKARA",0.00,Ignore
"Harish Kirana GREATER NOIDA",0.00,Ignore
"HARITHA(HOME) KOZHIKODE",0.00,Ignore
"HARIYALA PUD",0.00,Ignore
"Harkishan kirana FARIDABAD",0.00,Ignore
"Harmu Hub Ranchi",0.00,Ignore
HAROHALLI,0.00,Ignore
"HarohalliHub_RMG Bangalore",0.00,Ignore
"Harsh store JUNAGADH",0.00,Ignore
"HarsoolODH_IXU Aurangabad",0.00,Ignore
Harur,0.00,Ignore
"Harurodh_DMP Harur",0.00,Ignore
"HAS/HUB, Hassan, KARNATAKA",0.00,Ignore
"HASAN DAKHANI KIRANA AND GENREAL STORE PUNE",0.00,Ignore
"HASHIR M HOME TIRUR",0.00,Ignore
HASIMARA,0.00,Ignore
HASSAN,0.00,Ignore
"Hassan Hub Hassan",0.00,Ignore
"HASSAN, Karnataka, IN",0.00,Ignore
"Hassan1, Hassan, KARNATAKA",0.00,Ignore
"HassanTcHub_HSN Hassan",0.00,Ignore
HASTHAMPATTY,0.00,Ignore
HATA,0.00,Ignore
"Hathras1, Hathras, UTTAR PRADESH",0.00,Ignore
Hatia,0.00,Ignore
"HatibariMDH_SBP Sambalpur",0.00,Ignore
"HattiGoldHub_HGH HattiGoldMines",0.00,Ignore
HattiGoldMines,0.00,Ignore
HAU,0.00,Ignore
HAUZ,0.00,Ignore
"HAUZ KHAN (HAUZ)",0.00,Ignore
HAVERI,0.00,Ignore
"Haveri, Haveri, KARNATAKA",0.00,Ignore
"Haveri, Karnataka, IN",0.00,Ignore
HawamahalHub_JAI,0.00,Ignore
HayatpurMDH_HYT,0.00,Ignore
"HayatpurMDH_HYT Gurgaon",0.00,Ignore
"Hazari store house CHINSURAH",0.00,Ignore
"HAZARIBAG OFFICE",0.00,Ignore
Hazaribagh,0.00,Ignore
"Hazaribagh, Hazaribagh, JHARKHAND",0.00,Ignore
"Hazaribagh, Jharkhand, IN",0.00,Ignore
HazaribaghHub_HZB,0.00,Ignore
"HazaribaghHub_HZB Hazaribagh",0.00,Ignore
HAZIRA,0.00,Ignore
"Hazira, Surat, GUJARAT",0.00,Ignore
HazratganjHub_LKO,0.00,Ignore
"HazratganjHub_LKO Lucknow",0.00,Ignore
"HBL/HUB, Hubli, KARNATAKA",0.00,Ignore
"HEBAL ROAD  CENTRE",0.00,Ignore
HEBRI,0.00,Ignore
"HEMLATA MUMBAI",0.00,Ignore
"Henria, CONTAI, WEST BENGAL",0.00,Ignore
"Herbertpur, HARBERTPUR, UTTARAKHAND",0.00,Ignore
"HHARSH STORE NEW DELHI",0.00,Ignore
"HIJULI, WEST BENGAL, IN",0.00,Ignore
HIMATNAGAR,0.00,Ignore
"Himatnagar, Gujarat, IN",0.00,Ignore
"HIMAYAT NAGAR (HMNG)",0.00,Ignore
"Himayatnagar, Himayatnagar, MAHARASHTRA",0.00,Ignore
Himmatnagar,0.00,Ignore
HimmatnagarHub_HMT,0.00,Ignore
"HimmatnagarHub_HMT Himmatnagar",0.00,Ignore
"Hindaun H.O",0.00,Ignore
"HindolMDH_DKN Angul",0.00,Ignore
Hindupur,0.00,Ignore
"Hindupur, HINDUPUR, ANDHRA PRADESH",0.00,Ignore
HindupurHub_HDP,0.00,Ignore
"Hinganghat, Hinganghat, MAHARASHTRA",0.00,Ignore
HINGHANGHAT,0.00,Ignore
HINGOLI,0.00,Ignore
"HINJEWADI PUD CENTRE",0.00,Ignore
"HINJEWADI SERVICE CENTRE",0.00,Ignore
"Hinjilicut, Hinjilicut, ORISSA",0.00,Ignore
"Hira das shop NEW DELHI",0.00,Ignore
"HiraNagarMDH_HIR Kathua",0.00,Ignore
HIRANKUDNA,0.00,Important
HIREKERUR,0.00,Ignore
HIRIYUR,0.00,Ignore
Hiryur,0.00,Ignore
"HiryurHub_HYR Hiryur",0.00,Ignore
HISAR,0.00,Ignore
Hissar,0.00,Ignore
"HISSAR CANTONMENT",0.00,Ignore
"Hissar Hub Hissar",0.00,Ignore
"HISSAR, Hissar, HARYANA",0.00,Ignore
"HITECH CITY",0.00,Important
"Hiten.  Rathod MUMBAI",0.00,Ignore
HODAL,0.00,Ignore
Hojai,0.00,Ignore
"HojaiHub_HJI Hojai",0.00,Ignore
HOLALKERE,0.00,Ignore
HolalkereHub_HLK,0.00,Ignore
"HolalkereHub_HLK HOLALKERE",0.00,Ignore
"HolenarsipurHub_HLN Kote Holenarsipura",0.00,Ignore
HONNAVARA,0.00,Ignore
HoodiHub_BLR,0.00,Ignore
"HoodiHub_BLR Bengaluru",0.00,Ignore
HOODIHUBtemp_BLR,0.00,Ignore
"HOODIHUBtemp_BLR Bengaluru",0.00,Ignore
Hooghly,0.00,Ignore
"Hooghly, WEST BENGAL, IN",0.00,Ignore
Hoogly,0.00,Ignore
HOSADURGA,0.00,Ignore
HosadurgaHub_HSD,0.00,Ignore
"HosadurgaHub_HSD Hosadurga",0.00,Ignore
HOSANAGARA,0.00,Ignore
"Hosanagara, HOSANAGARA, KARNATAKA",0.00,Ignore
HOSAPETE,0.00,Ignore
Hoshangabad,0.00,Ignore
HoshangabadHub_HGB,0.00,Ignore
"HoshangabadHub_HGB Hoshangabad",0.00,Ignore
Hoshiarpur,0.00,Ignore
"HOSHIARPUR ETAIL / PICKUP",0.00,Ignore
"Hoshiarpur Hub",0.00,Ignore
"Hoshiarpur Hub Hoshiarpur",0.00,Ignore
"Hoshiarpur, Hoshiarpur, PUNJAB",0.00,Ignore
HOSKOTE,0.00,Important
"HOSKOTE PUD",0.00,Ignore
"HOSKOTE, KARNATAKA, IN",0.00,Ignore
"Hosnagabad, Hoshangabad, MADHYA PRADESH",0.00,Ignore
Hospet,0.00,Ignore
"Hospet, Karnataka, IN",0.00,Ignore
"Hospet1, Hospet, KARNATAKA",0.00,Ignore
"HospetHub_HPT Hospet",0.00,Ignore
HOSUR,0.00,Ignore
"Hosur Hub",0.00,Ignore
"Hosur Hub Hosur",0.00,Ignore
"HosurEastHub_HOS Hosur",0.00,Ignore
"Hosurnorthhub_HOS Hosur",0.00,Ignore
"HOWLY, Howly, ASSAM",0.00,Ignore
Howrah,0.00,Ignore
"HOWRAH - HWA",0.00,Ignore
"HOWRAH CITY",0.00,Ignore
"Howrah, BATANAGAR, WEST BENGAL",0.00,Ignore
"HoysalaHub_HSN Hassan",0.00,Ignore
"HSR E-TAIL CENTRE",0.00,Ignore
"HSR Hub",0.00,Ignore
"HSR LAYOUT (HSRL)",0.00,Ignore
"HSW APEX/SFC PUD CENTRE",0.00,Ignore
Hubli,0.00,Ignore
"Hubli Hub",0.00,Ignore
"Hubli Hub Hubli",0.00,Ignore
"HUBLI WAREHOUSE",0.00,Ignore
"HUBLI/SUB URB, Hubli, KARNATAKA",0.00,Ignore
"Hukam Kirana Store JAIPUR",0.00,Ignore
Hukkeri,0.00,Ignore
HukkeriHub_HKR,0.00,Ignore
"HukkeriHub_HKR Hukkeri",0.00,Ignore
HulimavuHub_BLR,0.00,Ignore
"HulimavuHub_BLR Bengaluru",0.00,Ignore
Humnabad,0.00,Important
"Humnabad, HUMNABAD, KARNATAKA",0.00,Ignore
"HumnabadHub_HMD Humnabad",0.00,Ignore
"Hunsbhavi, Byadagi, KARNATAKA",0.00,Ignore
HUNSUR,0.00,Ignore
HunsurHub_HUN,0.00,Ignore
